COD_RUBRICA;DESCR_RUBRICA
90099593;Índice/Ref. HONORARIOS ADVOCATICIOS
90099594;Índice/Ref. FERIAS RECEBIDAS INDEVI
90099595;Índice/Ref. PREVIDENCIA ANTERIOR
90099596;Índice/Ref. IPREV ANTERIOR
90099597;Índice/Ref. PENHORA JUDICIAL
90099598;Índice/Ref. Depósito Judicial
90099599;Índice/Ref. Bloqueio Jud - Dep em Juízo
90099600;Índice/Ref. BASE FGTS(Digitado)
90099601;Índice/Ref. ATRASO MES ATUAL
90099602;Índice/Ref. VALE TRANSPORTE PARCELA
90099603;Índice/Ref. RETIRADA ANTECIP ATUAL
90099604;Índice/Ref. F JUS M ATUAL
90099605;Índice/Ref. FA INJ MES ATUAL
90099606;Índice/Ref. FALTAS - DESCAN.SEM. REM - Mês Anterior
90099607;Índice/Ref. DEV.ADIC.1/3 A MAIOR
90099608;Índice/Ref. FALTAS JUSTIFICADAS
90099609;Índice/Ref. FERIAS RECEBIDAS INDEVI
90099610;Índice/Ref. DIF.PENSAO ALIMENTICIA
90099611;Índice/Ref. DESCONTOS DIVERSOS ñ base
90099612;QUANTIDADE BCO CEF EMP PES
90099613;QUANTIDADE BCO CEF FIN HABIT
90099614;QUANTIDADE BCO BMG EMP PES
90099615;QUANTIDADE BCO PARANA EMP PES
90099616;QUANTIDADE BCO ALFA EMP PES
90099617;QUANTIDADE BCO ABN AMRO REAL
90099618;QUANTIDADE BCO CACIQUE
90099619;QUANTIDADE BCO RURAL
90099620;QUANTIDADE BCO INDL COML
90099621;QUANTIDADE BCO LUSO BRASILEIRO
90099622;QUANTIDADE BCO PANAMERICANO
90099623;QUANTIDADE BCO SCHAHIN
90099624;Índice/Ref. UNIPREV UNIAO PREVIDENC
90099625;Índice/Ref. BANCO BNL DO BRASIL S.A
90099626;Índice/Ref. MONGERAL PREVIDENCIA E
90099627;Índice/Ref. PORTO SEGURO CIA. DE SE
90099628;Índice/Ref. REAL PREVIDENCIA E SEGU
90099629;Índice/Ref. AUXILIO-TRANSPORTE DEDU
90099630;Índice/Ref. GBOEX GREMIO BENEFICENT
90099631;Índice/Ref. BANCO PAULISTA S/A
90099632;Índice/Ref. AUX TRANSPORTE DED MES ANTERIOR
90099633;Índice/Ref. SAL.CONTR.INSS DO 13o S
90099634;Índice/Ref. Acerto açao 62% - devol
90099635;Índice/Ref. AJUSTE CONF. LEI 13973/
90099636;Índice/Ref. IPREM
90099637;Índice/Ref. IPREM SOBRE 13o. SALARI
90099638;Índice/Ref. DIF. ART.37 INC XI-ANTE
90099639;Índice/Ref. Importancia a Maior - Devolver IPREM
90099640;Índice/Ref. COMPLEMENTO IPREM 13º
90099641;QUANTIDADE BCO DAYCOVAL
90099642;Índice/Ref. Ajuste - FG
90099643;Índice/Ref. Banco Pine S/A
90099644;QUANTIDADE BCO BRADESCO FIN
90099645;QUANTIDADE BCO FICSA
90099646;Índice/Ref. DESCTO ADIANT 13 SAL
90099647;QUANTIDADE BCO BV
90099648;QUANTIDADE BCO BB
90099649;Índice/Ref. DEV.AB.PERMANÊNCIA A MAIOR
90099650;QUANTIDADE BCO CEF
90099651;QUANTIDADE BCO BANIF
90099652;Índice/Ref. SINDILEX
90099653;QUANTIDADE BCO SANTANDER
90099654;QUANTIDADE BCO INDUSTRIAL BRASIL
90099655;Índice/Ref. Desconto consignado retroativo
90099656;QUANTIDADE BCO BRADESCO
90099657;Índice/Ref. American Life Cia de Seguros
90099658;Índice/Ref. SICOOB Coopercredi-SP
90099675;Índice/Ref. Devolução Auxílio Saúde
90099701;Índice/Ref. 1/3 Ferias mes Inicio
90099702;Índice/Ref. 1/3 Ferias mes Fim
90099703;Índice/Ref. Consignacao Medial
90099707;Índice/Ref. Taxa mensal por estagiário
90099710;Índice/Ref. Evento de Consignação II
90099711;Índice/Ref. Evento de Consignação III
90099712;Índice/Ref. Evento de Consignação IV
90099713;Índice/Ref. Medial V
90099714;Índice/Ref. Medial VI
90099749;Índice/Ref. ADICIONAL T. SERV. - ESPECIAL
90099750;Índice/Ref. RECESSO REMUNER. L. 11788 - ESTAG
90099751;Índice/Ref. BASE FGTS 13º
90099752;Índice/Ref. BASE FGTS  Adto de SOBRE 13º
90099801;Índice/Ref. RENDIMENTOS TRIBUTAVEIS
90099802;Índice/Ref. REND. TRIBUT. NAS FERIA
90099803;Índice/Ref. REND. TRIBUT. SOBRE FER
90099804;Índice/Ref. Base de IRRF 13o salário
90099805;Índice/Ref. REND. TRIBUT.DIF.3o SAL
90099806;Índice/Ref. BASE DE CALCULO IRRF
90099807;Índice/Ref. DEDUCAO DE DEPENDENTES
90099808;Índice/Ref. DEDUCAO DE DEPEND.P/FER
90099809;Índice/Ref. DEDUCAO DE DEPEND.P/13o
90099810;Índice/Ref. I.R.R.F. s/ ADIANTAMENTO
90099811;Índice/Ref. I.R.R.F. s/ 13o SALARIO
90099812;Índice/Ref. ABATIM.PREVIDENCIA SOCI
90099813;Índice/Ref. REND. TRIBUT. DISTR.LUC
90099814;Índice/Ref. RENDIMENTO NAO TRIBUTAV
90099815;Índice/Ref. ASSISTENCIA MEDICA P/I.
90099816;Índice/Ref. Base INSS
90099817;Índice/Ref. B.Prev.Social
90099818;Índice/Ref. BASE PARA EVENTO 149
90099819;Índice/Ref. BASE PARA EVENTO 163
90099820;Índice/Ref. BASE ISENTOS
90099821;Índice/Ref. SAL. CONTR. INSS
90099822;Índice/Ref. SAL.CONTR.INSS OUTROS
90099823;Índice/Ref. BASE CALC.INSS EMPRESA
90099824;Índice/Ref. INSS EMPRESA
90099825;Índice/Ref. BASE PREV.13o SAL. EMPR
90099826;Índice/Ref. PREVIDENCIA 13o SAL.EMP
90099827;Índice/Ref. BASE PREV.13
90099828;Índice/Ref. COMPLEMENTO PREV.13o EM
90099829;Índice/Ref. BASE PREV.13o RES. EMPR
90099830;Índice/Ref. PREV.13o RES. EMPRESA
90099831;Índice/Ref. DEDUCAO SALARIO MATERNI
90099832;Índice/Ref. ADICIONAL DE RISCOS AMB
90099833;Índice/Ref. ADICIONAL DO R.A.T. 13o
90099834;Índice/Ref. ADIC.DO R.A.T. COMPL.13
90099835;Índice/Ref. ADIC.DO R.A.T. 13o RESC
90099836;Índice/Ref. 13o PAGO PELA PREV.SOCI
90099837;Índice/Ref. Idem 166 p/24
90099838;Índice/Ref. Gratific.função
90099839;Índice/Ref. GFIP CONTRIB. DESC. EMP
90099840;Índice/Ref. GFIP VALOR DEVIDO PREV.
90099841;Índice/Ref. TOTAL DE VENCIMENTOS
90099842;Índice/Ref. TOTAL DE DESCONTOS
90099843;Índice/Ref. TOTAL LIQUIDO
90099844;Índice/Ref. BASE DE CALCULO FGTS
90099845;Índice/Ref. F G T S  DO MES
90099846;Índice/Ref. BASE FGTS AFAST.ACID.TR
90099847;Índice/Ref. GFIP - REMUNERACAO SEM
90099848;Índice/Ref. GFIP - 13o SALARIO
90099849;Índice/Ref. GFIP INSS REMUNERACAO S
90099850;Índice/Ref. GFIP INSS - 13o SALARIO
90099851;Índice/Ref. FALTAS PARA FERIAS
90099852;Índice/Ref. INTEG.EM HORAS P/FERIAS
90099853;Índice/Ref. INTEG.EM VALOR P/FERIAS
90099854;Índice/Ref. INTEG.EM HORAS P/13o.SA
90099855;Índice/Ref. INTEG.EM VALOR P/13o.SA
90099856;Índice/Ref. INTEG.EM HORAS P/AV.PR.
90099857;Índice/Ref. INTEG.EM VALOR P/AV.PR.
90099858;Índice/Ref. RENDIMENTOS P/ RAIS
90099859;Índice/Ref. SALARIO BASE
90099860;Índice/Ref. 13o SAL.SOBRE MATERNIDA
90099861;Índice/Ref. SALARIO INDIRETO
90099862;Índice/Ref. ACUM.DE VERBA FIXA 1
90099863;Índice/Ref. ACUM.DE VERBA FIXA 2
90099864;Índice/Ref. ACUM.DE VERBA FIXA 3
90099865;Índice/Ref. ACUM.DE VERBA FIXA 4
90099866;Índice/Ref. ACUM.DE VERBA FIXA 5
90099867;Índice/Ref. SALARIO DE REFERENCIA
90099868;Índice/Ref. BASE PRO-LABORE
90099869;Índice/Ref. MEDIA DE COMISSIONISTA
90099870;Índice/Ref. TOTAL LIQUIDO RESCISÃO
90099871;Índice/Ref. CONTRIBUICAO SOCIAL
90099872;Índice/Ref. CONTR.SOCIAL SOBRE RESC
90099873;Índice/Ref. CONTR.SOCIAL MULTA RESC
90099874;Índice/Ref. BASE 13o FGTS AC.TRAB.
90099875;Índice/Ref. PREVIDENCIA PRIVADA
90099876;Índice/Ref. PIS FOLHA
90099877;Índice/Ref. CONTR.SOCIAL SOBRE DEMI
90099878;Índice/Ref. REND. TRIBUT. DIF. PART
90099879;Índice/Ref. GFIP INSS BASE NEGATIVA
90099880;Índice/Ref. GFIP INSS BASE NEGATIVA
90099881;Índice/Ref. ASSOC.SERV.CMSP CONSIGNACOES
90099882;Índice/Ref. ASS.SERV.PUBL.MUNIC.SP CONSIGNACOES
90099883;Índice/Ref. SALDO DE SALARIO
90099884;Índice/Ref. FERIAS INDENIZADAS RESCISAO
90099885;Índice/Ref. FERIAS PROPORCIONAIS RESCISAO
90099886;Índice/Ref. 1/3 FERIAS RESCISAO
90099887;Índice/Ref. Base Prev. - Sal. Órgão Origem
90099888;Índice/Ref. BASE OUTROS DESCONTOS ASSOCIACAO (557)
90099889;Índice/Ref. BASE OUTROS DESCONTOS ASSOCIACAO ( 545)
90099890;Índice/Ref. BASE 155 SOBRE SALARIO BASE
90099891;Índice/Ref. BASE 155 IPREM
90099892;Índice/Ref. BASE 155 VINCULO 18
90099893;Índice/Ref. BASE 155 VINCULO 20
90099894;Índice/Ref. Anterior Nov./2003
90099895;Índice/Ref. 310 Lancado em VALOR
90099896;Índice/Ref. 310 Lancado em PERCENTUAL
90099897;Índice/Ref. B.Sal.Vale Transporte
90099898;Índice/Ref. Diminue do 158/160/253
90099899;Índice/Ref. Previdência do órgão de origem
90099900;Índice/Ref. 310 LANCADO EM VALOR
90099901;Índice/Ref. Medial - Consignações
90099902;Índice/Ref. Colônia - Consignações
90099903;Índice/Ref. PROV. MENSAL - OUTROS ORGAOS (CLT)
90099904;Índice/Ref. Adiantamento 13º - OUTROS ORGAOS (CLT)
90099905;Índice/Ref. PROV 13º SAL -  OUTROS ORGAOS (CLT)Integral
90099906;Índice/Ref. FGTS DO MES 13º
90099907;Índice/Ref. Prev. 13º do órgão de origem
90099908;Índice/Ref. Base Prev Salario Outro Órgão - IPRED (Diadem
90099909;Índice/Ref. utilizado no iprem
90099910;Índice/Ref. Base Prev Salario Outro Órgão - CAMPREV (Camp
90099911;Índice/Ref. Base Prev Salário Outro Órgão - SBCPREV (SBC)
90099912;Índice/Ref. Base Previd. Origem - 23C 23G
90099913;Índice/Ref. Base Prev 13 Salario Outro Órgão - CAMPREV (C
90099914;Índice/Ref. Base Prev 13o Salário Outro Órgão - SBCPREV (
90099915;Índice/Ref. Base Prev 13o Sal. Outro Órgão - RPPS 11%/22%
90099916;Índice/Ref. IPMJ Patronal
90099919;Índice/Ref. Patronal IPREV 13º
90099920;Índice/Ref. Base IPREV 13º
90099921;Índice/Ref. IPREV Empresa - 19D
90099922;Índice/Ref. Base IPREV
90099923;Índice/Ref. Base Previdência Órgão de Origem
90099924;Índice/Ref. Patronal (924)
90099925;Índice/Ref. Previdencia Empresa 13º
90099926;Índice/Percentual de Referência IPREM Patronal
90099927;Índice/Ref. Prev. PATRONAL 13º - Estatutarios
90099928;Índice/Ref. INSS JÁ PAGO ( OUTRO ORGÃO)
90099929;Índice/Ref. 13º Salário RECEBIDO A MAIOR
90099930;Índice/Ref. DESC. IINSUFICIENCIA SALDO 13º
90099931;Índice/Ref. RENDA BRUTA ISENTA
90099932;Índice/Ref. VALE REFEICAOESTAGIARIOS
90099933;Índice/Ref. VALE TRANSPORTE ESTAGIARIOS
90099934;Índice/Ref. MARGEM CONSIGNAVEL
90099935;Índice/Ref. DESCONTO APOSENTADOS INVALIDEZ
90099935;Índice/Ref. DEDUÇÃO TETO INSS IPREM
90099936;Índice/Ref. VALE REFEICAO ( SERVIDORES)
90099937;Índice/Ref. VENCIMENTOS FIXOS (CONSIGNAÇÕES)
90099938;Índice/Ref. DESCONTOS EMPRESTMOS (CONSIGNAÇÕES)
90099939;Índice/Ref. DESCONTOS FACULTATIVOS (CONSIGNAÇÕES)
90099940;Índice/Ref. Desconto teto INSS da base da previdencia
90099941;Índice/Ref. DESCONTOS OBRIG + FACULT  ( CONSIGNACOES)
90099942;Índice/Ref. BASE DE PREVIDENCIA 13º - VINCULO 22B
90099943;Índice/Ref. PREVIDENCIA SOCIAL 13º
90099944;Índice/Ref. RENDIMENTOS TRIBUTAVEIS FERIAS
90099945;Índice/Ref. Base Prev 13º Origem - 23C 23G 19C 22C
90099946;Índice/Ref. Prev. PATRONAL  13º
90099947;Índice/Ref. SPPREV  empresa
90099948;Índice/Ref. INSS JÁ PAGO ( OUTRO ORGÃO) 13º
90099949;Índice/Ref. RENDA BRUTA 13º
90099950;Índice/Ref. Previdência sobre RRA
90099951;Índice/Ref. I. R. R. F.  s/  RRA
90099952;Índice/Ref. Resultado R.R.A.
90099953;Índice/Ref. Pensão Alimentícia s/  R.R.A.
90099954;Índice/Ref. Previdncia Social s/ .R.R.A.
90099955;Índice/Ref. Base de Calculo de IRRF s/  R.R.A.
90099956;Índice/Ref. Total Líquido do órgão de origem
90099957;Índice/Ref. RENDA BRUTA ISENTOS 13º
90099958;Índice/Ref. Contr Prev Empresa - IPRED (Diadema)
90099959;Índice/Ref. Contr Prev Emp - CAMPREV (Campinas)
90099960;Índice/Ref. Contr Prev Emp - SBCPREV (SBC)
90099961;Índice/Ref. Reserva Técnica SBCPREV
90099962;Índice/Ref. Dif. mês ant Reserva Técnica SBCPREV
90099963;Índice/Ref. Contr Prev Emp 13o - CAMPREV (Campinas)
90099964;Índice/Ref. Prev Emp 13o - SBCPREV (SBC)
90099965;Índice/Ref. Reserva Técnica 13o SBCPREV
90099966;Índice/Ref. Contr Prev Emp 13o - RPPS-19E
90099967;Índice/Ref. Patronal Rio Preto
90099968;Índice/Referência RioPretoPREV empresa 13º
90099969;Índice/Ref. VALE ALIMENTAÇÃO (SERVIDORES)
90099970;Indice/Ref. Base de Cálculo IPMJ
90099971;Índice/Ref. Base de Cálculo IPMJ 13º
90099972;Índice/Ref. Base de previdência Vinculo 20B
90099973;Índice/Ref. Contrib Previd. Complem Patrocinador (Patronal)
90099974;Índice/Referência Contrib. Previd. Compl. 13º salário Patrocinador (Patronal)
90099975;Índice/Ref. VALE REFEICAO (ESTAGIÁRIOS)
90099980;Indice/Ref. IPMJ Base de Previdência da Origem
90099981;Índice/Ref.IPMJ Base de Previdência 13º da Origem
90099982;Índice/Ref. IPMJ patronal 13º
90099983;Índice/Referência Base de Cálculo Contribuição Prev. Complementar 13º salário
90099986;Índice/Referência IRRF Exterior
90099997;Dias Totais de Afastamento Rubrica Diferente
90099998;Dias de Corte da GLIEP
90099999;Suspende Pagamentos
99100300;Índice/Ref. 20% dos vencimentos - Resolução CMSP 01/2012
99100301;Índice/Ref. 40% dos Vencimentos
99100302;Índice/Ref. Vencimentos, 30% CLT ou 70%  EFETIVOS
99100303;Índice/Ref. MARGEM: 40%-CLT e 40%- Efetivos
99100304;Índice/Ref. MARGEM: 30%-CLT e 70%- Efetivos
99100305;Índice/Ref. Margem Consignavel Disponível
99100306;Índice/Ref. BASE RAIS
99100307;Índice/Ref. Margem EP 20% - Resolução CMSP 01/2012
99100312;Índice/Ref. INSUFICIÊNCIA 20% - Consig Emprest Pessoal - 
99100313;Índice/Ref. INSUFICIENCIA: 40%-CLT e 40%- Efetivos
99100314;Índice/Ref. INSUFICIENCIA: 30%-CLT e 70%- Efetivos
99894828;Índ/Ref Teto - Total 1 - Total de Proventos do Servidor
99894829;Índ/Ref Teto - Total 2 - Total 1 menos Evento 570
99894830;Índ/Ref Teto - Total 3 - Total de Vantagens que são BP
99910012;Índ/Ref Insalubridade para 13º
99911319;Índ/Ref Gliep na Sexta Parte
99918160;Índ/Ref Dedução mês anterior Base INSS (do evento 816)
99918571;Índ/Ref Valor proporcional de 9 dias para o teto de R$ 24165,87
99981012;Índ/Ref ADICIONAL INSALUBRIDADE (idem 12)
99986817;Índ/Ref Base de Cálculo Previdência - Estatutários s/ RRA
99991012;Índ/Ref ADICIONAL INSALUBRIDADE (idem 12)
99999999;TESTE
900100304;Referência/Índice - MARGEM: 30%-CLT e 70%- Efetivos
900976001;Diferença de Auxilio Saúde a Descontar - Odontológico - Servidor
900976002;Diferença de Auxílio Saúde a Descontar - Médico - Depende 1
900976003;Diferença de Auxilio Saúde a Descontar - Odontológico - Dependente 1
900976004;Diferença de Auxílio Saúde a Descontar - Médico - Dependente 2
900976005;Diferença de Auxilio Saúde a Descontar - Odontológico - Dependente 2
900976006;Diferença de Auxílio Saúde a Descontar - Médico - Dependente  3
900976007;Diferença de Auxilio Saúde a Descontar - Odontológico - Dependente 3
900976008;Diferença de Auxílio Saúde a Descontar - Médico - Dependente  4
900976009;Diferença de Auxilio Saúde a Descontar - Odontológico - Dependente 4
900976010;Diferença de Auxilio Saúde a Descontar - Odontológico - Serv
900976011;Diferença de Auxilio Saúde a Descontar - Odontológico Dep 5
900976012;Diferença de Auxílio Saúde a Descontar - Médico - Dep 6
900976013;Diferença de Auxilio Saúde a Descontar - Odontológico Dep 6
900986001;Diferença de Auxilio Saúde a Pagar - Odontológico - Servidor
900986002;Diferença de Auxílio Saúde a Pagar - Médico - Dependente 1
900986003;Diferença de Auxilio Saúde a Pagar - Odontológico - Dependente 1
900986004;Diferença de Auxílio Saúde a Pagar - Médico - Dependente 2
900986005;Diferença de Auxilio Saúde a Pagar - Odontológico - Dependente 2
900986006;Diferença de Auxílio Saúde a Pagar - Médico - Dependente 3
900986007;Diferença de Auxilio Saúde a Pagar - Odontológico - Dependente 3
900986008;Diferença de Auxílio Saúde a Pagar - Médico - Dependente 4
900986009;Diferença de Auxilio Saúde a Pagar - Odontológico - Depe 4
900986010;Diferença de Auxílio Saúde a Pagar - Médico - Dependente 5
900986011;Diferença de Auxilio Saúde a Pagar - Odontológico - Depe 5
900986012;Diferença de Auxílio Saúde a Pagar - Médico - Dependente 6
900986013;Diferença de Auxilio Saúde a Pagar - Odontológico Dep 6
900991001;Índice/Ref. Contem o Valor da Base de Calculo QPA-01
900991002;Índice/Ref. Contem o Valor da Base de Calculo DAS-16
900991003;Índice/Ref. Contem o Valor da Base de Calculo QPA-13
900991004;Índice/Ref. Contem o Valor da Base de Calculo DAS-15
900991005;Índice/Ref. Diária - rend. isento - OI 460-13
900991012;Índice/Ref. ADICIONAL INSALUBRIDADE (idem 12)
900991024;Índice/Ref. numero de avos p/ decimo terceiro
900991039;Índice/Ref. FERIAS FIM MANAD
900991065;Índice/Ref. FÉRIAS INDENIZADAS
900991100;Índice/Ref. Afastamento GLIEP
900991101;Índice/Ref. Dias de Gliep ( considerando periodo de 90 di
900991102;Índice/Ref. Afastamento Licenca sem Gliep
900991147;Índice/Ref. ABONO RESOL.5/84 (idem 147)
900991149;Índice/Ref. Indice 149
900991153;Índice/Ref. Adicional Especial 1/3
900991154;Índice/Ref. Idem ao 153
900991158;Índice/Ref. GRAT.GAB.PERMANENTE - Valor
900991160;Índice/Ref. GRAT.GAB.CONTINUA - Valor
900991163;Índice/Ref. SEXTA PARTE (Incluindo evento 318/337)
900991163;Índice/Ref. SEXTA PARTE ( incluindo evento 318)
900991165;Índice/Ref. DEVOLUÇÃO IR - ANOS ANTERIORES
900991168;Índice/Ref. DIF. DE 13º
900991171;Índice/Ref. Indice Informado do evento 171
900991209;Índice/Ref. Dif. Reaj.  Retr.  Mar12 - 12,2116%
900991211;Índice/Ref. DEVOLUCAO DE FALTAS - ADITAMENTO (1)
900991212;Índice/Ref. DEVOLUCAO DE FALTAS - ADITAMENTO (2)
900991213;Índice/Ref. DEVOLUCAO DE FALTAS - ADITAMENTO (VER)
900991214;Índice/Ref. DEVOLUCAO DE LICENÇA VEREADOR ( ADITAMENTO)
900991215;Índice/Ref. DEVOLUCAO DE FALTAS - ADITAMENTO (3)
900991223;Índice/Ref. P.Assecuratória s/ Décimo - Art. 8º Ato 1142/
900991284;Índice/Ref. GRAT.GAB.INCORPORADA - Valor
900991286;Índice/Ref. Indice do 286
900991287;Índice/Ref. Dif. FG
900991291;Índice/Ref. Bloqueia o 291 no Salario
900991292;Índice/Ref. Bloqueia o 292 no Salario
900991302;Índice/Ref. Indice do Evento 302 (digitado)
900991303;Índice/Ref. Abono Permanencia - RRA
900991310;Índice/Ref. Bloqueia o  310 no salário
900991313;Índice/Ref. Dif. FG B IPREM
900991315;Índice/Ref. DIF. FG não BP
900991318;Índice/Ref. Parc.Suplemen.Mes Anterior
900991319;Índice/Ref. GLIEP SUBSTITUIÇÃO
900991320;Índice/Ref. Dif. Gratificação 14.381/07 Ato 974/07
900991322;Índice/Ref. GLIEP (sem prev) - Substituição
900991323;Índice/Ref. Dif.Gratificação 14.381/07  Ato 974/07 (sem p
900991324;Índice/Ref. Grat.Gab.Inc. - Valor
900991325;Índice/Ref. Grat.Gab.Cont. - Valor
900991326;Índice/Ref. Grat.Gab.Perm. - Valor
900991327;Índice/Ref. DIF.GRAT.LEG.INC.ESP.PROD.BP
900991329;Índice/Ref. DIF. GRAT.GCM LEI 14043/05
900991330;Índice/Ref. Bloqueia evento 329
900991401;Índice/Ref. ISENTO DE IRRF POR PRAZO DETERMINADO
900991410;Índice/Ref. Credito de Previdencia Ferias
900991411;Índice/Ref. Credito de Previdencia Mensal
900991421;Índice/Ref. FALTAS INJUSTIFICADAS (Informado)
900991426;Índice/Ref. Cont. sindical ANO CORRENTE
900991434;Índice/Ref. HSPM - Informado
900991443;Índice/Ref. PENSAO ALIM. NAS FERIAS (MENSAL)
900991448;Índice/Ref. IRRF Anterior - Exterior
900991460;Índice/Ref. Devolução prev. CAMPREV
900991462;Índice/Ref. INSS segurado de RRA para a DIRF
900991500;Índice/Ref. FALTAS JUSTIFICADAS (Informado)
900991512;Índice/Ref. Licença Vereador (acerto)
900991570;Índice/Ref. Bloq.Evento 570
900991571;Índice/Ref. Teto Salarial Individual
900991572;Índice/Ref. Eventos Prefeitura ( Base INSS)
900991573;Índice/Ref. Eventos Prefeitura ( Base INSS) 13º
900991595;Índice/Ref. PATRONAL PREV ANTERIOR
900991600;Índice/Ref. Ajusta prev.emp.23
900991601;Índice/Ref. Pensão Alimenticia - Ferias
900991602;Índice/Ref. Pensão Alimenticia - 13º
900991603;Índice/Ref. Pensão Alimenticia - Mensal
900991702;Índice/Ref. 1/3 FERIAS FIM MANAD
900991710;Índice/Ref. GRAT.ESP. ESTATUTAR MES ANTERIOR
900991711;Índice/Ref. Dif.Grat.Esp.Estat.não base Prev
900991801;Índice/Ref. Rendimentos Tributáveis - Exterior
900991802;Índice/Ref. REND TRIB FERIAS MANAD
900991804;Índice/Ref. Base de IRRF 13o salário MANAD
900991806;Índice/Ref. Base de cálculo IRRF MANAD
900991807;Índice/Ref. Guarda valor dependentes
900991816;Índice/Ref. Base calculo INSS - MANAD
900991827;Índice/Ref. BASE PREV 13 MANAD
900991901;Índice/Ref. Quantidade meses - RRA
900991902;Índice/Ref. Número do processo - RRA
900991903;Índice/Ref. Abono de Permanência - RRA
900991920;Índice/Ref. FUNPREV Patronal Extraordinária - Decreto nº 61.151, art 20
900991921;Índice/Ref. FUNFIN Patronal Extraordinária - Decreto nº 61.151, art 21
900991922;Índice/Ref. FUNPREV Patronal 13º Extraordinária - Decreto nº 61.151, art 20
900991923;Índice/Ref. FUNFIN Patronal 13º Extraordinária - Decreto nº 61.151, art 21
900991924;Índice/Ref. Prev Empresa - complemento
900991958;Índice/Ref. Diferença Cont Prev Empresa IPRED
900991959;Índice/Ref. Devolução CAMPREV empresa
900992000;Índice/Ref. PENSAO CREDITO
900992001;Índice/Ref. Pensão Base PAG-10066/1
900992002;Índice/Ref. Pensão Base PAG-10147/1
900992003;Índice/Ref. Pensão Base PAG-10173/1
900992004;Índice/Ref. Pensão Base PAG-10263/1
900992005;Índice/Ref. Pensão Base 13o-10263/1
900992006;Índice/Ref. Pensão Base PAG-10295/1
900992007;Índice/Ref. Pensão Base PAG-10359/1
900992008;Índice/Ref. Pensão Base 13o-10359/1
900992009;Índice/Ref. Pensão Base PAG-10359/2
900992010;Índice/Ref. Pensão Base 13o-10359/2
900992011;Índice/Ref. Pensão Base PAG-10359/3
900992012;Índice/Ref. Pensão Base 13o-10359/3
900992013;Índice/Ref. Pensão Base PAG-10359/4
900992014;Índice/Ref. Pensão Base 13o-10359/4
900992015;Índice/Ref. Pensão Base PAG-10359/5
900992016;Índice/Ref. Pensão Base 13o-10359/5
900992017;Índice/Ref. Pensão Base PAG-10369/1
900992018;Índice/Ref. Pensão Base 13o-10369/1
900992019;Índice/Ref. Pensão Base PAG-10381/1
900992020;Índice/Ref. Pensão Base PAG-10389/1
900992021;Índice/Ref. Pensão Base PAG-10429/1
900992022;Índice/Ref. Pensão Base 13o-10429/1
900992023;Índice/Ref. Pensão Base PAG-10459/1
900992024;Índice/Ref. Pensão Base PAG-10470/1
900992025;Índice/Ref. Pensão Base PAG-10511/1
900992026;Índice/Ref. Pensão Base 13o-10511/1
900992027;Índice/Ref. Pensão Base PAG-10520/1
900992028;Índice/Ref. Pensão Base 13o-10520/1
900992029;Índice/Ref. Pensão Base PAG-10520/2
900992030;Índice/Ref. Pensão Base PAG-10521/1
900992031;Índice/Ref. Pensão Base 13o-10521/1
900992032;Índice/Ref. Pensão Base PAG-10524/1
900992033;Índice/Ref. Pensão Base 13o-10524/1
900992034;Índice/Ref. Pensão Base PAG-10524/2
900992035;Índice/Ref. Pensão Base 13o-10524/2
900992036;Índice/Ref. Pensão Base PAG-10549/1
900992037;Índice/Ref. Pensão Base PAG-10581/1
900992038;Índice/Ref. Pensão Base 13o-10581/1
900992039;Índice/Ref. Pensão Base PAG-10593/1
900992040;Índice/Ref. Pensão Base 13o-10593/1
900992041;Índice/Ref. Pensão Base PAG-10593/2
900992042;Índice/Ref. Pensão Base 13o-10593/2
900992043;Índice/Ref. Pensão Base PAG-10593/3
900992044;Índice/Ref. Pensão Base 13o-10593/3
900992045;Índice/Ref. Pensão Base PAG-10605/1
900992046;Índice/Ref. Pensão Base 13o-10605/1
900992047;Índice/Ref. Pensão Base PAG-10682/1
900992048;Índice/Ref. Pensão Base PAG-10688/1
900992049;Índice/Ref. Pensão Base 13o-10688/1
900992050;Índice/Ref. Pensão Base PAG-10776/1
900992051;Índice/Ref. Pensão Base 13o-10776/1
900992052;Índice/Ref. Pensão Base FER-10787/1
900992053;Índice/Ref. Pensão Base PAG-10787/1
900992054;Índice/Ref. Pensão Base 13o-10787/1
900992055;Índice/Ref. Pensão Base FER-10793/1
900992056;Índice/Ref. Pensão Base PAG-10793/1
900992057;Índice/Ref. Pensão Base 13o-10793/1
900992058;Índice/Ref. Pensão Base PAG-10809/1
900992059;Índice/Ref. Pensão Base 13o-10809/1
900992060;Índice/Ref. Pensão Base PAG-10809/2
900992061;Índice/Ref. Pensão Base 13o-10809/2
900992062;Índice/Ref. Pensão Base PAG-10809/3
900992063;Índice/Ref. Pensão Base 13o-10809/3
900992064;Índice/Ref. Pensão Base PAG-10813/1
900992065;Índice/Ref. Pensão Base PAG-10813/2
900992066;Índice/Ref. Pensão Base PAG-10832/1
900992067;Índice/Ref. Pensão Base 13o-10832/1
900992068;Índice/Ref. Pensão Base PAG-10832/2
900992069;Índice/Ref. Pensão Base 13o-10832/2
900992070;Índice/Ref. Pensão Base FER-10840/1
900992071;Índice/Ref. Pensão Base PAG-10840/1
900992072;Índice/Ref. Pensão Base 13o-10840/1
